"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","110","10,353","2,488","745"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","184","37,697","9,365","2,553"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","245","138,391","33,030","8,082"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","128","134,774","34,685","8,464"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","31","67,016","16,510","4,140"
"Indiana","722511","Full-service restaurants","Non-profit","All establishments","2019","4","379","80","31"
"Indiana","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2019","5","3,814","871","181"
"Iowa","722511","Full-service restaurants","All establishments","All establishments","2019","2,521","747,048","173,852","46,107"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","697","38,234","3,782","1,054"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","452","42,315","10,063","3,028"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","580","112,103","26,948","8,082"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","577","273,389","64,732","17,586"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","177","197,515","48,405","11,712"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","38","83,492","19,922","4,645"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","410","185,248","43,859","11,167"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","95","7,225","588","161"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","53","6,602","1,542","362"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","103","22,111","5,184","1,467"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","82","37,129","8,689","2,522"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","55","68,679","17,185","4,039"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","22","43,502","10,671","2,616"
"Iowa","722511","Full-service restaurants","S-corporations ","All establishments","2019","1,064","330,670","76,755","20,427"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","194","12,238","1,307","297"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","201","21,148","5,062","1,348"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","272","58,393","13,899","3,891"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","332","161,245","38,173","10,143"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","54","49,134","11,731","3,281"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","11","28,512","6,583","1,467"
"Iowa","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","499","55,813","12,739","4,304"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","250","8,856","1,169","413"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","112","7,414","1,792","739"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","88","11,529","2,983","1,162"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","36","10,770","2,755","965"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","11","13,699","3,256","793"
"Iowa","722511","Full-service restaurants","Partnerships","All establishments","2019","546","175,262","40,485","10,198"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","157","9,905","716","180"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","85","7,106","1,655","571"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","117","20,070","4,882","1,562"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","127","64,245","15,115","3,956"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","57","66,003","16,233","3,599"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","3","7,933","1,884","330"
"Kansas","722511","Full-service restaurants","All establishments","All establishments","2019","2,183","801,526","192,189","48,247"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","567","25,906","3,325","938"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","366","35,139","8,460","2,523"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","432","88,180","21,699","5,963"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","539","271,732","66,684","17,130"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","233","266,208","65,045","15,418"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","45","100,050","23,848","5,863"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","403","222,679","53,728","12,906"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","69","4,949","532","125"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","64","7,172","1,869","432"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","71","16,848","4,058","992"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","104","47,896","11,875","3,218"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","73","92,414","22,732","5,200"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","22","53,400","12,662","2,939"
"Kansas","722511","Full-service restaurants","S-corporations ","All establishments","2019","744","284,407","68,294","17,177"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","119","6,450","940","202"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","120","14,675","3,285","828"
