"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Texas","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2020","4","26,521","6,831","1,448"
"Texas","722511","Full-service restaurants","Non-profit","All establishments","2020","18","4,887","1,630","263"
"Texas","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2020","10","684","105","15"
"Texas","722511","Full-service restaurants","Non-profit","Establishments with 10 to 19 employees","2020","4","983","334","68"
"Texas","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","14","5,215","1,638","318"
"Texas","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2020","7","390","23","5"
"Texas","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2020","3","913","376","81"
"Utah","722511","Full-service restaurants","All establishments","All establishments","2020","1,660","618,185","184,396","38,507"
"Utah","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","395","22,475","3,151","673"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","284","31,920","8,197","1,953"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","304","71,909","18,623","4,248"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","467","224,146","69,038","14,837"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","169","182,097","59,254","11,189"
"Utah","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","41","85,638","26,133","5,607"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","200","140,136","45,463","8,825"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","36","2,564","371","62"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","18","2,297","604","127"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","15","3,388","957","207"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","64","31,593","11,315","2,148"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","46","52,951","17,241","3,160"
"Utah","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","21","47,343","14,975","3,121"
"Utah","722511","Full-service restaurants","S-corporations","All establishments","2020","800","274,108","75,615","16,424"
"Utah","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","162","10,241","1,697","331"
"Utah","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","151","18,254","4,509","1,054"
"Utah","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","179","43,332","11,060","2,512"
"Utah","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","245","123,008","34,716","7,555"
"Utah","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","50","53,755","16,386","3,287"
"Utah","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","13","25,518","7,247","1,685"
"Utah","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","165","24,379","7,766","1,937"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","73","2,541","343","110"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","44","3,485","874","293"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","18","2,688","762","232"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","23","8,733","3,055","702"
"Utah","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","6","5,527","2,204","491"
"Utah","722511","Full-service restaurants","Partnerships","All establishments","2020","491","178,178","55,051","11,230"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","124","7,129","740","170"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","70","7,816","2,196","474"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","92","22,501","5,844","1,297"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","132","59,496","19,465","4,346"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","67","69,864","23,423","4,251"
"Utah","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","6","11,372","3,383","692"
"Utah","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","4","1,384","501","91"
"Utah","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2020","3","1,316","487","86"
"Vermont","722511","Full-service restaurants","All establishments","All establishments","2020","628","172,224","57,573","10,305"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","145","7,357","1,218","234"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","116","11,854","4,234","831"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","184","39,706","13,967","2,508"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","151","77,491","25,938","4,482"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","27","28,042","9,446","1,648"
"Vermont","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","5","7,774","2,770","602"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","80","23,777","7,684","1,477"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","18","766","156","34"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","20","1,837","619","140"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","17","3,771","1,198","239"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","17","8,272","2,658","529"
"Vermont","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","7","7,402","2,492","398"
"Vermont","722511","Full-service restaurants","S-corporations","All establishments","2020","310","96,159","32,129","5,685"
"Vermont","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","45","2,383","507","91"
"Vermont","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","54","5,648","2,112","375"
"Vermont","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","99","22,520","7,729","1,386"
"Vermont","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","98","48,144","16,192","2,782"
"Vermont","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","11","12,530","3,842","703"
"Vermont","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","3","4,934","1,747","348"
"Vermont","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","97","15,535","4,057","812"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","47","2,452","293","62"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","17","1,845","584","129"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","23","4,343","1,436","285"
"Vermont","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","9","6,346","1,562","288"
"Vermont","722511","Full-service restaurants","Partnerships","All establishments","2020","141","36,753","13,703","2,331"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","35","1,756","262","47"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","25","2,524","919","187"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","45","9,072","3,604","598"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","27","14,729","5,526","883"
"Vermont","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","8","7,561","2,930","499"
"Virginia","722511","Full-service restaurants","All establishments","All establishments","2020","6,888","2,309,244","700,109","149,821"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","1,625","99,651","15,716","2,849"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","1,266","160,332","43,863","8,731"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","1,516","356,897","100,178","21,538"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","1,710","803,929","251,012","54,120"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","609","576,810","188,278","40,405"
"Virginia","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","159","283,890","91,972","20,192"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","1,758","719,653","224,469","49,014"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","376","26,754","4,264","704"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","272","33,934","9,402","1,843"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","362","90,362","25,926","5,248"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","433","194,639","62,942","14,410"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","226","218,138","71,399","15,445"
"Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","89","155,826","50,536","11,364"
"Virginia","722511","Full-service restaurants","S-corporations","All establishments","2020","3,165","988,825","286,956","60,335"
"Virginia","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","673","42,433","7,739","1,301"
"Virginia","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","663","90,391","24,432","4,634"
"Virginia","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","795","197,162","53,604","11,123"
"Virginia","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","811","387,937","116,906","24,781"
"Virginia","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","182","183,140","57,669","11,932"
"Virginia","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","39","64,600","19,242","4,873"
"Virginia","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","601","100,491","31,146","7,954"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","258","9,814","1,757","426"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","119","11,546","3,338","774"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","106","16,495","5,210","1,479"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","67","24,089","7,628","1,948"
"Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","49","35,676","12,280","3,090"
"Virginia","722511","Full-service restaurants","Partnerships","All establishments","2020","1,351","495,977","155,335","32,100"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","313","20,315","1,938","415"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","212","24,461","6,691","1,480"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","251","52,505","15,312","3,657"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","398","197,074","63,461","12,958"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","147","136,456","44,946","9,577"
"Virginia","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","29","60,593","21,261","3,718"
"Virginia","722511","Full-service restaurants","Non-profit","All establishments","2020","3","256","18","3"
"Virginia","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2020","3","256","18","3"
"Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","10","4,042","2,185","415"
"Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 50 to 99 employees","2020","5","3,400","1,984","361"
"Washington","722511","Full-service restaurants","All establishments","All establishments","2020","6,366","2,154,993","736,183","110,133"
"Washington","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","1,611","96,548","17,940","2,841"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","1,257","170,471","51,056","8,549"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","1,582","423,853","137,921","21,952"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","1,515","894,919","316,534","46,249"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","334","386,953","146,315","21,041"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","65","169,307","61,775","8,766"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","816","410,765","141,353","21,642"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","180","10,792","2,046","293"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","120","16,868","5,070","815"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","186","51,210","16,766","2,542"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","194","111,109","39,521","5,961"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","97","124,364","42,915","6,502"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","39","96,422","35,035","5,529"
"Washington","722511","Full-service restaurants","S-corporations","All establishments","2020","3,226","1,115,705","370,605","54,659"
"Washington","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","655","48,075","9,488","1,301"
"Washington","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","656","96,201","28,091","4,478"
"Washington","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","913","259,799","82,319","12,769"
"Washington","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","857","520,645","178,919","25,985"
"Washington","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","130","148,614","56,557","7,961"
"Washington","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","14","34,115","12,918","1,728"
"Washington","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","871","136,123","49,753","8,350"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","405","16,409","3,468","701"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","213","21,137","6,990","1,420"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","144","28,826","9,994","1,919"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","79","37,975","14,407","2,223"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","28","27,206","12,818","1,832"
"Washington","722511","Full-service restaurants","Partnerships","All establishments","2020","1,444","480,553","171,238","25,130"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","369","21,097","2,938","546"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","267","36,239","10,879","1,828"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","336","83,407","28,618","4,681"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","383","224,100","83,349","12,018"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","79","86,769","34,025","4,746"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","9","24,255","9,100","1,013"
"Washington","722511","Full-service restaurants","Non-profit","All establishments","2020","3","10,365","2,794","283"
"Washington","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","6","1,482","440","69"
"Washington","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 10 to 19 employees","2020","3","611","224","41"
"West Virginia","722511","Full-service restaurants","All establishments","All establishments","2020","1,167","325,345","93,258","24,679"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","262","10,677","1,499","431"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","211","19,764","5,380","1,514"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","319","59,932","15,876","4,496"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","248","108,505","32,138","7,970"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","100","84,078","25,271","6,630"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","27","42,389","13,094","3,638"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","284","111,196","33,725","8,368"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","53","2,690","439","94"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","48","6,133","1,647","336"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","58","11,452","3,201","762"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","67","30,525","9,517","2,314"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","44","38,793","12,443","3,023"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","14","21,603","6,478","1,839"
"West Virginia","722511","Full-service restaurants","S-corporations","All establishments","2020","383","112,170","30,558","7,515"
"West Virginia","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","51","2,621","305","72"
"West Virginia","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","64","6,482","1,735","467"
"West Virginia","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","158","30,586","7,870","2,227"
"West Virginia","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","83","41,255","11,636","2,545"
"West Virginia","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","21","18,750","5,278","1,355"
"West Virginia","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","6","12,476","3,734","849"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","246","44,302","12,026","3,920"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","84","2,076","400","150"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","56","3,848","1,065","406"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","49","7,618","2,099","686"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","34","14,944","4,094","1,188"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","23","15,816","4,368","1,490"
"West Virginia","722511","Full-service restaurants","Partnerships","All establishments","2020","251","57,516","16,949","4,876"
"West Virginia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","71","3,129","355","115"
"West Virginia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","43","3,301","933","305"
"West Virginia","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","54","10,276","2,706","821"
"West Virginia","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","64","21,781","6,891","1,923"
"West Virginia","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","12","10,719","3,182","762"
"West Virginia","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","7","8,310","2,882","950"
"West Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","3","161","0","0"
"West Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2020","3","161","0","0"
"Wisconsin","722511","Full-service restaurants","All establishments","All establishments","2020","4,931","1,246,527","364,371","92,933"
"Wisconsin","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","1,230","58,024","7,473","2,034"
"Wisconsin","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","918","82,562","21,985","6,254"
"Wisconsin","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","1,134","196,832","55,016","16,000"
"Wisconsin","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","1,242","502,711","151,734","38,344"
"Wisconsin","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","355","317,891","99,750","23,476"
"Wisconsin","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","51","84,749","27,183","6,494"
"Wisconsin","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","692","265,341","80,866","19,539"
"Wisconsin","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","135","7,134","1,249","276"
"Wisconsin","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","102","10,522","2,651","681"
"Wisconsin","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","141","26,523","7,468","1,957"
"Wisconsin","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","181","76,087","24,132","5,711"
"Wisconsin","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","108","101,393","31,270","7,409"
"Wisconsin","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","25","43,682","14,096","3,505"
"Wisconsin","722511","Full-service restaurants","S-corporations","All establishments","2020","2,015","612,468","170,008","42,872"
"Wisconsin","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","297","19,100","2,109","469"
"Wisconsin","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","325","34,437","8,981","2,250"
"Wisconsin","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","552","110,033","29,684","7,945"
"Wisconsin","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","685","289,852","82,662","21,085"
"Wisconsin","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","140","130,924","38,185","9,022"
"Wisconsin","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","15","24,364","7,157","1,770"
"Wisconsin","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","1,049","105,314","29,616","9,285"
"Wisconsin","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","466","17,831","2,446","776"
"Wisconsin","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","283","19,158","5,420","1,885"
"Wisconsin","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","191","24,888","7,120","2,559"
"Wisconsin","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","87","27,061","8,648","2,410"
"Wisconsin","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","22","16,376","5,982","1,655"
"Wisconsin","722511","Full-service restaurants","Partnerships","All establishments","2020","1,161","259,749","82,910","21,001"
"Wisconsin","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","327","13,826","1,669","513"
"Wisconsin","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","206","18,326","4,881","1,422"
"Wisconsin","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","248","34,837","10,601","3,512"
"Wisconsin","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","285","107,915","35,809","8,992"
"Wisconsin","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","84","68,142","24,020","5,343"
"Wisconsin","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","11","16,703","5,930","1,219"
"Wisconsin","722511","Full-service restaurants","Non-profit","All establishments","2020","4","483","186","87"
"Wisconsin","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","10","3,172","785","149"
"Wisconsin","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2020","5","133","0","0"
"Wyoming","722511","Full-service restaurants","All establishments","All establishments","2020","544","173,609","45,136","9,789"
"Wyoming","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","118","7,373","818","196"
"Wyoming","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","110","11,737","2,982","755"
"Wyoming","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","131","30,247","7,810","1,830"
"Wyoming","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","142","69,439","18,208","4,008"
"Wyoming","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","40","48,864","13,631","2,596"
"Wyoming","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","3","5,949","1,687","404"
"Wyoming","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","74","26,289","6,929","1,753"
"Wyoming","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","13","1,114","57","19"
"Wyoming","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","11","1,233","341","73"
"Wyoming","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","17","3,865","1,018","277"
"Wyoming","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","24","8,703","2,214","635"
"Wyoming","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","7","7,845","2,268","475"
"Wyoming","722511","Full-service restaurants","S-corporations","All establishments","2020","218","83,083","21,331","4,368"
"Wyoming","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","32","2,207","324","64"
"Wyoming","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","40","5,407","1,381","286"
"Wyoming","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","62","15,871","4,010","845"
"Wyoming","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","65","33,800","8,899","1,869"
"Wyoming","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","18","23,378","6,061","1,174"
